,artist,song_name,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key,popularity,release_date,artist_id
1644,The Beach Boys,Heroes And Villains - Remastered 2001,7BO7ZbaEmgCSSp3znPMxN4,0.583,0.147,116.803,0.0354,0.524,4.05e-06,0.426,219307,-7.442,0.232,1,1,53,1967-09-18,3oDbviiivRWhXwIE8hxkVV
1645,The Beach Boys,"Caroline, No - Mono / Remastered",5RSQKtG1KNwrzFMEePpjt6,0.426,0.175,75.866,0.0262,0.775,6.12e-06,0.402,173933,-9.662,0.641,0,10,50,1966-06-16,3oDbviiivRWhXwIE8hxkVV
1646,The Beach Boys,Little Deuce Coupe - Remastered,75WMOzv7195ziyx0qEw1yE,0.701,0.141,133.853,0.0329,0.622,6.48e-05,0.665,100933,-6.607,0.977,1,8,51,1963-09-16,3oDbviiivRWhXwIE8hxkVV
1647,The Beach Boys,Sloop John B - Remastered,2ULL3VZf4WwBKO4vjwT7Bg,0.745,0.0873,125.575,0.0264,0.402,0.0,0.567,180133,-5.423,0.903,1,8,61,1966-06-16,3oDbviiivRWhXwIE8hxkVV
1648,The Beach Boys,That's Not Me - Mono / Remastered,0VJZtH2OjNKskNegMVIzYR,0.553,0.079,116.04,0.0291,0.565,6.76e-06,0.598,150107,-7.473,0.356,1,4,50,1966-06-16,3oDbviiivRWhXwIE8hxkVV
1705,Ludacris,Area Codes,3lcC9CnN7Rpo1ugATzmYjY,0.688,0.67,100.934,0.434,0.399,0.0,0.86,303027,-7.203,0.622,0,9,63,2001-01-01,3ipn9JLAPI5GUEo4y4jcoi
1706,Roddy Ricch,Area Codes,3ULjPcUKiHNJJo4Znq8wjo,0.647,0.108,152.917,0.336,0.00726,0.0,0.859,175701,-6.902,0.169,1,2,49,2018-11-02,757aE44tKEUQEqRuT6GnEB
1707,Roddy Ricch,Brand New,7KgCjoyL1lNA2YZoEJhD8x,0.545,0.0888,148.055,0.2,0.00825,0.0,0.893,175308,-6.823,0.603,0,5,49,2018-11-02,757aE44tKEUQEqRuT6GnEB
1708,Roddy Ricch,Down for Real,5AL4chhuQBsENEAS1YtV38,0.551,0.348,77.537,0.201,0.00153,0.0,0.775,198229,-9.87,0.514,0,10,50,2018-11-02,757aE44tKEUQEqRuT6GnEB
1709,Roddy Ricch,Every Season,1ttPzkTSpQUFcEGx8bjerL,0.704,0.104,130.022,0.457,0.0632,0.0,0.936,214376,-5.47,0.566,0,5,69,2018-11-02,757aE44tKEUQEqRuT6GnEB
1711,Roddy Ricch,Day One (Outro),3uIdxn5bUjOLOKN4QELnhb,0.236,0.185,143.898,0.337,0.192,0.0,0.693,161527,-10.393,0.102,1,1,50,2018-11-02,757aE44tKEUQEqRuT6GnEB
1713,Jack Harlow,Luv Is Dro (feat. Static Major & Bryson Tiller),0LcsvJQSFIQo3RjNhPcYqT,0.513,0.302,76.211,0.0524,0.0335,0.0,0.727,177190,-8.823,0.568,0,6,72,2020-12-11,2LIk90788K0zvyj2JJVwkJ
1725,Rilès,SOUL SPEECH,47e9bzrRmJVJL3tx4eOoav,0.453,0.105,176.245,0.0894,0.595,0.0,0.411,268237,-5.983,0.315,1,10,50,2021-04-25,6pdcQa7by8IKuoVXvgknlI
1726,VIC MENSA,SHELTER ft. Chance The Rapper - Acoustic Version,3FbrTWBaACwz8YVtorHZ1r,0.524,0.108,84.415,0.11,0.744,0.0,0.523,258254,-7.752,0.494,0,9,38,2021-04-23,27w1NoOLMX7tJMYqcetPyG
1727,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,0.825,0.0936,118.091,0.0325,0.0215,2.44e-05,0.65,191014,-4.645,0.593,1,0,91,2021-04-23,1Xyo4u8uXC1ZmMpatF05PJ
1728,Young Stoner Life,Solid (feat. Drake),6rTInqW3YECMkQsBEHw4sd,0.485,0.141,125.987,0.2,0.0392,0.0,0.887,215693,-9.358,0.328,0,11,79,2021-04-16,1xr2G8Hlx4QWmT9HaUbmoO
1729,Young Stoner Life,Moon Man (feat. Strick & Kid Cudi),5hTVyxGfOKyBYhY8fgIIzT,0.375,0.283,120.05,0.0949,0.0332,0.0,0.872,200253,-9.598,0.548,0,1,54,2021-04-16,1xr2G8Hlx4QWmT9HaUbmoO
1730,Azizi Gibson,XU,7zwpJprwQhxLS7eLmcJL6U,0.901,0.0828,135.998,0.0833,0.547,0.0,0.799,144823,-3.82,0.879,0,10,32,2021-04-23,2NjfafEappzvGGGDdMRJMP
1731,Kota the Friend,Outside,2i40wZkiPAGIFudrGH99nx,0.749,0.446,99.989,0.0905,0.342,0.0,0.86,203794,-6.556,0.6,0,1,66,2021-04-21,2AfU5LYBVCiCtuCCfM7uVX
1732,D3zz,Nothing to Lose,4E7uIbGOuWgbjlnQ9RbuNf,0.554,0.101,95.732,0.382,0.806,0.0,0.907,120376,-8.8,0.295,0,11,27,2021-04-23,7hpAp52FS33xc2roANbooj
1733,Cordae,Dream in Color,4f7BNSy2ZVeabUJtjTX3kP,0.341,0.154,126.011,0.358,0.77,0.0,0.845,182974,-10.48,0.377,0,4,60,2021-04-22,0huGjMyP507tBCARyzSkrv
1734,Young Stoner Life,Real (feat. Unfoonk),3kv3JzZg7Jq7vHmnMSYQ0r,0.64,0.11,160.105,0.177,0.00906,0.0,0.613,193360,-7.346,0.496,1,10,55,2021-04-16,1xr2G8Hlx4QWmT9HaUbmoO
1735,A$AP Twelvyy,SSX,0zaoqA20JeUlxcT4YOAFgC,0.607,0.197,123.946,0.387,0.303,2.55e-06,0.938,124666,-7.127,0.242,0,6,34,2021-04-23,0tPjSrb43a58uznKru1k2P
1736,CJ Fly,MEDICINE,37paxTv7y1p99dVnzfccSA,0.657,0.154,136.985,0.125,0.412,0.000613,0.835,144933,-4.369,0.379,1,9,32,2021-08-24,41yEdWozNYEzA2RfgYQHgr
1737,Alice Longyu Gao,She Abunai - Baauer Remix,0dIpabtxHZ3Vji9kWXp4CU,0.671,0.912,74.961,0.235,0.117,0.00147,0.709,138000,-8.672,0.619,1,1,33,2021-04-15,5HvKzBgj4yphQfBJjBJrhL
1738,Polo G,RAPSTAR,43PGPuHIlVOc04jrZVh9L6,0.536,0.129,81.039,0.242,0.41,0.0,0.789,165926,-6.862,0.437,1,6,84,2021-04-09,6AgTAQt8XS6jRWi4sX7w49
1739,Kenny Mason,A+ (feat. Denzel Curry),6hDvPTT67OgU5bAgAEMcOb,0.624,0.0977,140.051,0.261,0.205,0.0,0.925,168280,-5.934,0.46,0,10,48,2021-04-16,4mwdnO2jZrMmMVrjcHsZBv
1740,Tommy Newport,Stargazer (with EARTHGANG),1OqNc6vf9GVDthPB22LT70,0.721,0.261,179.804,0.305,0.0922,0.0,0.613,180000,-6.245,0.45,1,2,49,2021-04-13,7FvQR6QFfXmW18dyMqnHvv
1741,Wale the Sage,PAY MY DUES,14fOOznGU5dN7UdXLMncm8,0.401,0.129,137.898,0.227,0.335,0.0,0.765,134500,-11.47,0.623,1,5,44,2021-04-16,4alndwWPbM9ApMYLjg19oD
1742,Mikos Da Gawd,She Said (feat. Saba & Calvin Valentine),695k6VyJm27etjhbJ8RLPx,0.501,0.17,86.953,0.264,0.32,0.0,0.802,165517,-7.508,0.636,1,1,37,2021-04-12,0LK5WvQVQgLZFU4Qc9XtXl
1743,Markis Precise,Sleep,3CPqbr8k2kbeZiOAbxCHrs,0.504,0.262,120.025,0.279,0.0609,0.0,0.668,188018,-7.855,0.219,1,2,34,2021-04-16,2diXgS9TzzzDVmAgBiACRM
1744,Femdot,Bishop Ford,4TRy6cMmSQLJLVqXi0zgTt,0.562,0.119,133.926,0.298,0.155,0.0,0.625,246373,-5.88,0.966,0,1,39,2021-04-13,7aGhkUVp7V3klWfTFe7AHS
1745,Paris Texas,FORCE OF HABIT,5HxZVwYpdu1SgUvl411nZ6,0.444,0.0947,94.985,0.0362,0.0245,0.000323,0.662,244000,-10.417,0.477,0,10,59,2021-05-14,1SCrMreNPJYSRZIlRe9SUq
1746,Van Buren Records,Medic,4a4gHkEK6oWLvlWnRwpU8u,0.416,0.0972,141.026,0.0663,0.0158,0.0,0.755,228085,-10.323,0.429,1,1,43,2021-04-16,2T6EOVQ5lAQc64poyLnXmj
1747,AJ Tracey,Little More Love,53HqOfi7OfHRXzcWTdGJB3,0.762,0.358,100.08,0.114,0.199,9.89e-06,0.719,160000,-6.623,0.676,1,6,67,2021-04-16,4Xi6LSfFqv26XgP9NKN26U
1749,Lil Uzi Vert,P2,3kW4z2pIj5VY5fLjBrMRL5,0.72,0.114,155.086,0.193,0.0236,0.0,0.775,234627,-5.353,0.49,0,11,75,2020-03-06,4O15NlyKLIASxsJ0PrXPfz
1752,Playboi Carti,Shoota (feat. Lil Uzi Vert),2BJSMvOGABRxokHKB0OI8i,0.649,0.122,153.075,0.196,0.188,0.0,0.673,153800,-8.433,0.47,0,1,83,2018-05-11,699OTQXzgjhIYAHMy9RyPD
1755,Kanye West,Good Morning,5CaXxLM568tBh1PwhXdciZ,0.631,0.149,84.164,0.116,0.0791,0.000105,0.48,195093,-5.488,0.515,1,7,73,2007-09-11,5K4W6rqBFWDnAN6FQUkS6x
1764,Bon Iver,Woods,2cx019HWgBsIrv3zLCdSHS,0.354,0.102,79.316,0.0878,0.937,0.223,0.196,285440,-10.82,0.163,0,3,49,2009-01-20,4LEiUm1SRbFMgfqnQTwUbQ
1788,LordSakima,French Avenues,4DC5KOVFFJrW0Aemi3a0h1,0.434,0.105,90.969,0.192,0.641,0.00331,0.605,306024,-11.064,0.196,1,8,43,2017-06-29,7tQmgVV3YqxFFQMDZwbzjS
1792,99 Neighbors,Thunder,5dSMIKHTQEE641IEpWKEOh,0.341,0.111,67.43,0.372,0.522,0.000221,0.763,299315,-10.798,0.511,0,4,47,2019-10-04,5uhqkMm8dyQvX83kl4Znq0
1793,ENNY,Same Old,0aPRKH8FlhwyTw6z0TFCqx,0.337,0.197,90.117,0.415,0.0843,2.76e-06,0.731,173741,-9.677,0.583,1,6,45,2021-07-16,3qEnCAnX23lvoxZYtBiPgL
1798,The Alchemist,Loose Change (feat. Earl Sweatshirt),2Z5MbKovyels3EXitye0eo,0.628,0.135,86.131,0.175,0.146,2.91e-05,0.506,118399,-8.167,0.363,1,9,62,2021-04-30,0eVyjRhzZKke2KFYTcDkeu
1799,Deante' Hitchcock,I Got Money Now (feat. JID),02IrbcCZfaMcKRWejgtvRo,0.68,0.0782,132.95,0.244,0.131,0.0,0.835,218800,-4.329,0.703,1,11,51,2020-05-13,5REHfa3YDopGOzrxwTsPvH
1801,Ameer Vann,IDFIATOK,3UCfeH1mZnwErqWZhiN32y,0.756,0.118,124.998,0.214,0.0321,0.0038,0.811,117366,-8.497,0.65,1,6,47,2021-01-14,7kIbB1pdDyehFj8aNgfzfH
1812,PRICE,Selfish,6Y4n1kr3FYV7yJWF8BPJjc,0.533,0.446,130.215,0.344,0.465,0.0,0.783,168077,-8.87,0.786,1,9,38,2021-03-26,27CNmUe34ahHuxvayd8Jse
1823,HDBeenDope,Best Out,3jsbmLoMqLWwV7p6gRnY54,0.509,0.111,119.958,0.24,0.0595,0.0,0.959,156661,-3.814,0.198,1,1,38,2021-04-21,7nE3HHVn8oM8s3kA6cbL8O
1826,BONES,MeetYourMaker,3pJnx38vLQvVHcT3aDnOdH,0.63,0.136,85.047,0.0529,0.566,0.00154,0.63,164310,-10.796,0.0472,1,9,46,2021-03-26,5v2WhpA59TJSdPh7LCx1lN
1831,Krikit Boi,Paranoia City,211ueRTTacPwzGyTD3xljg,0.753,0.212,96.242,0.435,0.146,2.11e-05,0.616,180912,-7.71,0.563,0,6,14,2021-02-10,26ScvYLz2wkfoS54jCcV0v
1832,Elijah Waters,Lose Control,1s7j6RMOBRsNEPp3GnCDNW,0.389,0.0947,139.17,0.0684,0.237,0.00235,0.816,171014,-9.748,0.64,1,5,45,2021-10-15,4N4n2TRyL6exNfazJotLeH
1833,Tray Day Sadd,2 Many Chances,5IxHoZ1YZxdYaAEo0WBXkn,0.491,0.12,93.017,0.131,0.014,0.000227,0.804,247814,-7.649,0.461,0,4,48,2018-09-25,6SHS6fhp26qTV5KFNfLdmH
1834,alt-J,Hit Me Like That Snare (feat. Rejjie Snow) - Rejjie Snow Version,4pNH3rgyzRUIssgmliqAcg,0.463,0.305,126.02,0.0559,0.347,0.0896,0.863,179725,-11.145,0.354,1,2,45,2018-09-28,3XHO7cRUPCLOr6jwp8vsx5
1836,Baby Keem,durag activity (with Travis Scott),4JJcP0Rv9AgyPD6ZGaC8EE,0.701,0.0895,80.462,0.342,0.00306,3.06e-06,0.89,225020,-5.712,0.505,0,0,71,2021-04-30,5SXuuuRpukkTvsLuUknva1
1837,Baby Keem,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,0.564,0.128,85.042,0.235,0.177,0.0,0.83,129882,-7.822,0.107,1,1,80,2019-07-19,5SXuuuRpukkTvsLuUknva1
1838,2Kz,Intern,6yVjDlSjQIZ9aEMaFkObHc,0.597,0.102,139.999,0.345,0.0528,0.00125,0.873,246857,-8.199,0.312,0,7,45,2018-10-26,34NZtBmujV74j9fglzWlxW
1839,Lil Tecca,When You Down (with Polo G feat. Lil Durk),5kTn07V96U8LyoQgz6DZzX,0.634,0.13,76.181,0.383,0.235,0.0,0.514,193013,-6.514,0.308,1,1,67,2020-09-18,4Ga1P7PMIsmqEZqhYZQgDo
1840,Lil Uzi Vert,Trap This Way (This Way),7vTspUAmMKFkUpKL9HLZNL,0.586,0.193,175.987,0.381,0.248,0.0,0.71,185439,-5.331,0.207,1,2,61,2020-03-13,4O15NlyKLIASxsJ0PrXPfz
1841,Lil Mosey,Noticed,7zLYKWcXnYeHHWidalz7rj,0.558,0.116,79.992,0.0603,0.462,0.0,0.699,165000,-7.622,0.493,1,11,78,2018-10-19,5zctI4wO9XSKS8XwcnqEHk
1842,Lil Baby,Sum 2 Prove,2u3EyuCqqV31woqGvO9LBz,0.552,0.122,124.038,0.324,0.0174,0.0,0.823,205760,-7.57,0.418,0,4,73,2020-01-10,5f7VJjfbwm532GiveGC0ZK
1869,Lil Uzi Vert,Futsal Shuffle 2020,2Ec33AVlkTTq8BHFgBTdQs,0.457,0.231,136.97,0.156,0.0327,0.0,0.881,198913,-8.191,0.296,0,7,68,2019-12-12,4O15NlyKLIASxsJ0PrXPfz
1874,Garden City Movement,Foreign Affair,64Ji4q6AIwni0vnxRNyziy,0.73,0.407,172.058,0.0415,0.0134,0.0645,0.589,158314,-4.906,0.796,0,2,19,2018-03-16,3HrczLBDJXJu6dJWEMbKHa
1887,Rilès,HOLD IT DOWN,1F8d8wkwjCtBee4EPtSLUf,0.391,0.11,87.013,0.0655,0.747,1.8e-05,0.697,209723,-11.059,0.299,0,7,49,2021-05-02,6pdcQa7by8IKuoVXvgknlI
1890,Marlon Craft,Lot To Give,5F99pdmhxo3PvLvalp92YQ,0.867,0.0975,156.017,0.315,0.169,0.0,0.63,199922,-4.393,0.557,0,10,35,2021-02-10,7MigDh04CCntQbsBvugEmb
1891,Wavy Jone$,Hourglass,3k8AeDhApZrHMeGGvtL3ev,0.407,0.127,150.008,0.24,0.0163,0.096,0.849,143000,-9.494,0.246,0,3,46,2019-08-16,7Ai8EYRmzf3N9dhbPvOmQh
1895,Young Franco,Juice,3BINSFSuHalV8yoX3zAVbl,0.533,0.0535,111.986,0.199,0.253,1.71e-06,0.861,211213,-5.995,0.61,1,0,62,2020-02-28,6mK0vAO13gT8jWYANyoXAl
1898,Childish Gambino,Me and Your Mama,31tf1qEai5o5f4r66Kd0pU,0.433,0.0667,117.834,0.0357,0.0116,0.0452,0.534,379227,-12.628,0.235,1,5,69,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1899,Childish Gambino,Have Some Love,3baESV24ilV6meyqLUh0WU,0.782,0.682,148.21,0.0843,0.0171,0.0261,0.783,224253,-7.003,0.935,1,9,54,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1900,Childish Gambino,Boogieman,0SunFlwqT44E0BU0yrgM7u,0.753,0.206,88.027,0.0876,0.0963,0.194,0.714,216840,-8.64,0.64,1,7,54,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1901,Childish Gambino,Zombies,3rBOkpPCniY6AxOIavGGsg,0.394,0.0671,159.956,0.152,0.504,0.00157,0.64,281813,-12.706,0.477,1,0,54,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1902,Childish Gambino,Riot,3YxunxpAExKBEvhuf7wQOK,0.942,0.41,91.358,0.07,0.000225,8.7e-06,0.498,125120,-6.664,0.6,1,5,53,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1904,Childish Gambino,California,6Ik9aiuaoEYxsEKGdQaEJB,0.419,0.118,148.993,0.592,0.315,0.0,0.879,165267,-11.931,0.847,1,3,56,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1906,Childish Gambino,Baby Boy,2qbw3lSGERDdUawZ736wmN,0.393,0.0658,199.959,0.036,0.131,0.507,0.535,382093,-7.72,0.715,0,2,58,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1907,Childish Gambino,The Night Me and Your Mama Met,6iGPBcdGv5gVGFZiKAGID5,0.112,0.0611,134.061,0.0295,0.967,0.203,0.606,214080,-15.055,0.11,0,1,56,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1908,Childish Gambino,Stand Tall,25BSBxpCtoDbOpVd7cpqbw,0.234,0.125,87.982,0.0364,0.692,0.00279,0.308,370773,-14.084,0.123,0,2,54,2016-12-02,73sIBHcqh3Z3NyqHKZ7FOL
1911,The Alan Parsons Project,Eye In The Sky,39qYD4J4BKvZMQgxfXl5bv,0.417,0.0765,111.928,0.032,0.562,0.00098,0.823,276280,-12.643,0.522,1,2,72,1982,2m62cc253Xvd9qYQ8d2X3d
1912,The Alan Parsons Project,Children of the Moon,5x3dGnrug2oN9CGbKO4WDU,0.395,0.143,86.87,0.0279,0.625,0.000325,0.684,291280,-9.289,0.493,0,2,45,1982,2m62cc253Xvd9qYQ8d2X3d
1913,The Alan Parsons Project,Gemini,45Su4fwARC3cIgS50lfosy,0.139,0.119,142.85,0.0405,0.92,0.0,0.25,130120,-16.788,0.0399,1,5,40,1982,2m62cc253Xvd9qYQ8d2X3d
1914,The Alan Parsons Project,Silence and I,1MXd1awM0A7T7FxUPKAujf,0.407,0.0839,146.484,0.0343,0.71,0.00883,0.283,439880,-11.366,0.0972,0,10,45,1982,2m62cc253Xvd9qYQ8d2X3d
1915,The Alan Parsons Project,You're Gonna Get Your Fingers Burned,3sFwPlcZw2K0AHItkjDy14,0.893,0.144,130.15,0.0341,0.253,3.53e-05,0.588,261667,-9.209,0.864,1,10,38,1982,2m62cc253Xvd9qYQ8d2X3d
1916,The Alan Parsons Project,Psychobabble,1n3CDGhOHLq0ov22xLtDn4,0.543,0.0708,119.845,0.0464,0.466,0.000573,0.798,291973,-11.572,0.811,1,8,41,1982,2m62cc253Xvd9qYQ8d2X3d
1917,The Alan Parsons Project,Mammagamma - Instrumental,2H2riBoltlfKrU7i495hvf,0.477,0.137,103.567,0.0322,0.394,0.886,0.695,213893,-12.431,0.834,1,2,52,1982,2m62cc253Xvd9qYQ8d2X3d
1918,The Alan Parsons Project,Step by Step,0tCcvzZBtU5atsk7gBJ8Hg,0.567,0.0935,123.787,0.0433,0.399,0.0,0.695,234267,-10.897,0.855,0,7,39,1982,2m62cc253Xvd9qYQ8d2X3d
1919,The Alan Parsons Project,Old and Wise,5Jt2AQv1c3RUF5ENtAYF1i,0.317,0.123,112.003,0.0315,0.727,2.92e-05,0.375,295253,-11.741,0.12,0,0,60,1982,2m62cc253Xvd9qYQ8d2X3d
1956,Blackstreet,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,0.646,0.279,88.634,0.288,0.303,0.0,0.867,304600,-4.674,0.67,0,1,77,1996-09-09,2P3cjUru4H3fhSXXNxE9kA
1959,Blackstreet,Fix,05hkWet4uSl4uL4wGheXKW,0.598,0.185,92.245,0.265,0.106,0.0,0.847,245400,-2.862,0.783,0,7,42,1996-09-09,2P3cjUru4H3fhSXXNxE9kA
2016,Drake,"Hold On, We're Going Home",6jdOi5U5LBzQrc4c1VT983,0.414,0.0733,99.993,0.0961,0.00411,3.4e-05,0.773,227880,-7.436,0.289,0,6,74,2013-01-01,3TVXtAsR1Inumwj472S9r4
2017,Drake,Connect,1Sj81sMg37Hd4omn7Ow2qR,0.489,0.132,75.018,0.152,0.411,0.0,0.685,296400,-9.472,0.461,0,6,51,2013-01-01,3TVXtAsR1Inumwj472S9r4
2018,Drake,The Language,5dHpbFmZjWucrol0M7aNGU,0.662,0.0805,120.117,0.318,0.0118,0.0,0.823,224040,-8.426,0.533,1,7,53,2013-01-01,3TVXtAsR1Inumwj472S9r4
2019,Drake,305 To My City,5wTRsfZKeaQnQn8JeW8QYQ,0.487,0.15,112.281,0.242,0.0515,0.0,0.519,255827,-8.803,0.126,0,4,48,2013-01-01,3TVXtAsR1Inumwj472S9r4
2020,J. Cole,9 5 . s o u t h,5R691ipUYRDYW6ehapjoj6,0.793,0.727,71.724,0.397,0.271,0.0,0.713,196946,-5.277,0.203,1,2,72,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2021,J. Cole,a m a r i,2cnKST6T9qUo2i907lm8zX,0.713,0.617,65.988,0.187,0.127,0.0,0.725,148421,-6.173,0.207,0,4,77,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2022,J. Cole,m y . l i f e (with 21 Savage & Morray),1D3z6HTiQsNmZxjl7F7eoG,0.587,0.214,140.021,0.137,0.0622,0.0,0.597,218802,-7.026,0.0753,0,7,81,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2023,J. Cole,a p p l y i n g . p r e s s u r e,1d7q712nXjG98HiwHk7HFS,0.759,0.312,83.092,0.311,0.0814,0.0,0.699,177337,-5.302,0.404,1,1,68,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2024,J. Cole,p u n c h i n ‘ . t h e . c l o c k,57ZUX6TNyKLBydAdVVd02x,0.74,0.171,94.104,0.378,0.197,0.0,0.769,112579,-6.579,0.692,0,11,67,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2025,J. Cole,1 0 0 . m i l ‘ (with Bas),4n6NDfYake476trCjJRNl0,0.647,0.312,125.092,0.0822,0.334,0.0,0.711,163302,-5.667,0.227,0,2,69,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2026,J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),5W8jRrZ6tWrTrqnKRtIQBf,0.656,0.0986,88.967,0.425,0.104,0.0,0.861,218210,-7.867,0.331,0,4,81,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2027,J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),0GAyuCo975IHGxxiLKDufB,0.625,0.196,89.812,0.277,0.506,0.0,0.583,266291,-8.011,0.516,1,1,71,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2028,J. Cole,i n t e r l u d e,08LwMWf5Tcfsd752EPzFV0,0.574,0.104,98.962,0.106,0.0617,0.0,0.77,133022,-5.525,0.104,1,1,74,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2029,J. Cole,t h e . c l i m b . b a c k,5lLNBIyjp72btcnrjBG751,0.632,0.353,81.446,0.346,0.0526,0.0,0.618,306257,-6.973,0.319,1,11,68,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2031,J. Cole,h u n g e r . o n . h i l l s i d e (with Bas),5BwQjRasNcdRPuVWKcHto2,0.703,0.213,94.983,0.0702,0.126,0.0,0.563,238972,-5.756,0.294,1,2,69,2021-05-14,6l3HvQ5sa6mXTsMTB19rO5
2033,Aminé,Can’t Decide,7xEVy3xCkmRSbYavgefnsI,0.658,0.108,97.0,0.0408,0.0559,0.00206,0.746,160237,-7.023,0.191,0,4,57,2020-08-07,3Gm5F95VdRxW3mqCn8RPBJ
2034,Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,0.595,0.241,131.497,0.0391,0.00544,0.0,0.76,263773,-6.366,0.361,1,1,77,2010-10-01,6f4XkbvYlXMH0QgVRzW0sM
2039,Drake,Worst Behavior,3X37NtwadSS0RM20dh2IgP,0.778,0.196,109.925,0.136,0.156,1.08e-06,0.777,270200,-6.349,0.437,1,9,59,2013-01-01,3TVXtAsR1Inumwj472S9r4
2040,Internet Money,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)",2IePEfMAtqWS6rLXXFZIgI,0.707,0.12,134.997,0.0623,0.116,0.0,0.792,224042,-5.218,0.408,0,7,81,2021-05-13,6MPCFvOQv5cIGfw3jODMF0
2041,ZHU,Good4U,6KQwjFG1I9lh8xcp1lF3KD,0.64,0.112,139.998,0.0418,0.112,0.00771,0.727,260699,-7.161,0.187,1,11,44,2021-04-30,28j8lBWDdDSHSSt5oPlsX2
2070,GASHI,Roses,6qc5EODnUU7XX4zn8B4c89,0.587,0.172,150.104,0.034,0.475,0.0,0.497,169574,-6.097,0.391,1,5,66,2019-09-20,0JOxt5QOwq0czoJxvSc5hS
2071,SAINt JHN,Roses Remix (feat. Future),1KyZ4rUiW2lkqGNLQYKpcC,0.463,0.192,127.003,0.113,0.0247,5.53e-05,0.941,187898,-5.993,0.312,1,8,64,2020-05-29,0H39MdGGX6dbnnQPt6NQkZ
2072,Outkast,Roses,6bUNEbXT7HovLW6BgPCBsb,0.708,0.107,108.97,0.0545,0.0482,1.85e-05,0.751,369573,-5.653,0.509,1,0,73,2003,1G9G7WwrXka3Z1r7aIDjI7
2073,Kanye West,Roses,2DHNCWZYmVr1Lv08q5b0kB,0.465,0.108,97.702,0.0952,0.259,2.7e-05,0.723,245867,-6.454,0.513,0,3,61,2005-08-30,5K4W6rqBFWDnAN6FQUkS6x
2078,Drake,War,1I55Ea0zVoSKs6MqW7DQ3i,0.792,0.109,144.064,0.0826,0.292,0.0,0.749,180000,-4.151,0.239,0,10,65,2020-05-01,3TVXtAsR1Inumwj472S9r4
2079,Pop Smoke,War (feat. Lil Tjay) - Bonus,2hYN1IVp5LGIsi5MpzcjVz,0.76,0.0768,141.82,0.179,0.195,0.0,0.641,221827,-4.442,0.59,0,6,65,2020-02-07,0eDvMgVFoNV3TpwtrVCoTj
2080,Jayy Grams,Garrison,14CjEWDiYQDpIgCF3oj9VC,0.682,0.136,159.474,0.311,0.0168,0.0,0.445,155989,-7.94,0.351,0,5,18,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
2081,Jayy Grams,Reap the Plate,365rILDWT5gwOJbL2B9irl,0.583,0.0561,100.275,0.426,0.047,1.88e-06,0.604,189800,-7.603,0.611,0,6,20,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
2082,Jayy Grams,Keanu,0QvRhMvNHXnpEYe04J7Lv1,0.484,0.119,128.986,0.0534,0.0542,0.0,0.823,193436,-7.874,0.216,1,1,17,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
2083,Jayy Grams,Unstoppable,5xembA6CsmFfo0U7EmtDWH,0.657,0.726,151.423,0.273,0.175,0.0,0.615,178212,-10.617,0.589,0,0,33,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
2084,Jayy Grams,We Trying,6AnvnOhp3H7v4MLsRgsL6o,0.565,0.258,172.357,0.233,0.136,0.0,0.362,110348,-9.398,0.59,0,2,15,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
2085,Jayy Grams,Solar,1jzdgqfRFGCLKthupNBZlG,0.809,0.848,184.616,0.334,0.091,0.0,0.584,137283,-5.673,0.643,0,9,17,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
